program_name,kernel_mangled_name,has_branching,has_data_dependent_branching,has_flop_division,uses_preprocessor_defines,has_common_float_subexpr,has_loop_invariant_flops,has_special_math_functions,calls_device_function,has_rng_input_data,reads_input_values_from_file,has_constant_propagatable_gridsz,has_constant_propagatable_blocksz
laplace-cuda,_Z12black_kernelPKfS0_S0_S0_S0_S0_S0_PfS1_,True,False,True,True,False,False,False,False,False,False,True,True
laplace-omp,main_l190,True,False,True,True,False,False,False,False,False,False,False,True
laplace-omp,main_l217,True,False,True,True,False,False,True,False,False,False,False,True
laplace-omp,main_l239,True,False,True,True,True,False,False,False,False,False,False,True
laplace3d-cuda,_Z9laplace3diiiiPKfPf,True,True,True,True,False,False,False,False,False,False,True,True
laplace3d-omp,_Z9laplace3diiiiPKfPf_l34,True,True,True,True,False,False,False,False,False,False,False,True
lavaMD-cuda,_Z2mdPK7box_strPK11FOUR_VECTORPKfPS2_fi,True,True,False,True,False,False,True,False,True,False,True,True
lavaMD-omp,main_l194,True,True,False,True,True,True,True,False,True,False,True,True
layernorm-cuda,_Z25layernorm_forward_kernel2PfS_S_PKfS1_S1_ii,True,True,True,False,False,False,True,False,True,False,False,True
layout-cuda,_Z9AoSKernelILi4096EEvPK9AppleTreePi,True,False,False,False,False,False,False,False,False,False,True,True
layout-cuda,_Z9SoAKernelILi4096EEvPK13ApplesOnTreesPi,True,False,False,False,False,False,False,False,False,False,True,True
layout-omp,main_l143,True,False,False,True,False,False,False,False,False,False,False,True
layout-omp,main_l98,True,False,False,True,False,False,False,False,False,False,False,True
lci-cuda,_Z5RHS_fdPKdPd,True,True,True,True,True,True,True,True,True,False,True,True
lci-omp,_Z5RHS_fPKdS0_dS0_Pd_l63,True,True,True,True,True,True,True,True,True,False,True,True
lda-cuda,_Z11EstepKernelPKiS0_PKbPKfbiiiiS4_S4_PfS5_S5_S5_S5_Pi,True,True,True,True,True,False,True,True,True,False,True,True
lda-omp,_Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi_l55,True,True,True,True,True,False,True,True,True,False,True,True
ldpc-cuda,_Z15ldpc_cnp_kernelPKfPfS1_PKcPK9h_element,True,True,False,True,False,False,True,False,True,False,True,True
ldpc-cuda,_Z22ldpc_vnp_kernel_normalPfS_PKcPK9h_element,True,True,False,True,False,False,False,False,False,False,True,True
ldpc-cuda,_Z24ldpc_cnp_kernel_1st_iterPKfPfS1_PKcPK9h_element,True,True,False,True,False,False,True,False,True,False,False,False
ldpc-cuda,_Z25ldpc_vnp_kernel_last_iterPKfS0_PiPKcPK9h_element,True,True,False,True,False,False,False,False,True,False,True,True
ldpc-omp,_Z15ldpc_cnp_kernelPKfPfS1_PKcPK9h_element_l133,True,True,False,True,False,False,True,False,False,False,True,True
ldpc-omp,_Z22ldpc_vnp_kernel_normalPfS_PKcPK9h_element_l248,True,False,False,True,False,False,False,False,True,False,False,True
ldpc-omp,_Z24ldpc_cnp_kernel_1st_iterPKfPfS1_PKcPK9h_element_l29,True,True,False,True,False,False,True,False,True,False,False,True
lebesgue-cuda,_Z6kernelPdS_PKdS1_ii,True,True,True,False,False,False,True,True,False,False,False,True
lebesgue-omp,_Z17lebesgue_functioniPdiS__l15,True,True,True,True,False,False,True,False,False,False,False,True
libor-cuda,_Z28Pathcalc_Portfolio_KernelGPUPfS_PKfPKiS1_fiii,True,True,True,True,True,True,True,True,False,False,True,True
libor-cuda,_Z29Pathcalc_Portfolio_KernelGPU2PfPKfPKiS1_fiii,True,True,True,True,False,True,True,True,False,False,True,True
libor-omp,main_l277,True,True,True,True,True,True,True,True,False,False,True,True
libor-omp,main_l320,True,True,True,True,True,True,True,True,False,False,True,True
lid-driven-cavity-cuda,_Z10red_kerneldPKdS0_S0_Pd,False,False,True,True,True,False,False,False,False,False,True,True
lid-driven-cavity-cuda,_Z11calculate_FdPKdS0_Pd,True,True,True,True,True,False,True,False,False,False,True,True
lid-driven-cavity-cuda,_Z11calculate_GdPKdS0_Pd,True,True,True,True,True,False,True,False,False,False,False,True
lid-driven-cavity-cuda,_Z12black_kerneldPKdS0_S0_Pd,False,False,True,True,True,False,False,False,False,False,True,True
lid-driven-cavity-cuda,_Z12sum_pressurePKdS0_Pd,True,False,False,True,False,False,False,False,False,False,True,True
lid-driven-cavity-cuda,_Z13calc_residualdPKdS0_S0_S0_Pd,True,False,True,True,True,False,False,False,False,False,False,True
lid-driven-cavity-cuda,_Z17set_horz_pres_BCsPdS_,False,False,False,True,False,False,False,False,False,False,True,True
lid-driven-cavity-cuda,_Z17set_vert_pres_BCsPdS_,False,False,False,True,False,False,False,False,False,False,True,True
lid-driven-cavity-omp,main_l1,True,True,True,True,True,True,False,False,False,False,False,True
lif-cuda,_Z3lifiifPKfPfS1_ffS0_S0_S1_,True,True,True,False,False,False,True,False,True,False,True,True
lif-omp,_Z4testiifPfS_S_ffS_S_S__l65,True,True,True,False,False,False,True,False,True,False,False,True
linearprobing-cuda,_Z18k_hashtable_deleteP8KeyValuePKS_j,True,True,False,False,False,False,False,True,True,False,False,True
linearprobing-cuda,_Z18k_hashtable_insertP8KeyValuePKS_j,True,True,False,False,False,False,False,True,True,False,False,True
linearprobing-cuda,_Z19k_iterate_hashtableP8KeyValueS0_Pj,True,True,False,False,False,False,False,False,False,False,True,True
linearprobing-omp,_Z16delete_hashtableP8KeyValuePKS_j_l77,True,True,False,False,False,False,False,True,True,False,True,True
linearprobing-omp,_Z16insert_hashtableP8KeyValuePKS_j_l32,True,True,False,False,False,False,False,True,True,False,True,True
log2-cuda,_Z11compute_logPfPKfiii,True,True,True,False,False,False,False,True,False,True,False,True
log2-omp,_Z11log2_approxRSt6vectorIfSaIfEES2_RS_IiSaIiEEiii_l75,True,True,True,False,False,False,False,True,False,True,False,True
logprob-cuda,_Z16log_probs_kernelIfEvPfPKT_PKiS5_iiii,True,True,False,True,False,False,True,True,False,False,True,True
logprob-cuda,_Z20accumulate_log_probsPfPKfPKiii,True,True,False,False,False,False,False,True,False,False,True,True
lombscargle-cuda,_Z11lombscargleiiPKfS0_S0_Pff,True,False,True,False,True,False,True,False,False,False,True,True
lombscargle-omp,main_l121,True,False,True,False,True,False,True,False,False,False,False,True
lud-cuda,_Z12lud_diagonalPfmi,True,True,True,True,False,False,False,False,False,False,True,True
lud-cuda,_Z12lud_internalPfmi,False,False,False,True,False,False,False,False,False,False,False,True
lud-cuda,_Z13lud_perimeterPfmi,True,True,True,True,False,False,False,False,False,False,False,True
lud-omp,main_l122,True,True,True,True,False,False,False,False,False,False,False,True
lud-omp,main_l243,True,True,True,True,False,False,False,False,False,False,False,True
lulesh-cuda,_Z15acc_final_forcePKdS0_S0_PdS1_S1_PKiS3_i,True,True,False,False,False,False,False,False,False,False,False,True
lulesh-cuda,_Z15integrateStressPdS_S_PKdS1_S1_PKiS1_S1_S1_S_i,True,True,False,True,False,False,False,True,False,False,False,True
lulesh-cuda,_Z19accelerationForNodePKdS0_S0_S0_PdS1_S1_i,True,False,True,False,False,False,False,False,False,False,False,True
lulesh-cuda,_Z19collect_final_forcePKdS0_S0_PdS1_S1_PKiS3_i,True,True,False,False,False,False,False,False,False,False,False,True
lulesh-cuda,_Z20calcVelocityForNodesPdS_S_PKdS1_S1_ddi,True,True,False,False,False,False,True,False,False,False,False,True
lulesh-cuda,_Z2fbPKdS0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_PKiS0_PdS3_S3_di,True,True,True,False,False,False,True,False,False,False,False,True
lulesh-cuda,_Z3hgcPdS_S_S_S_S_S_PKdS1_S1_PKiS1_S1_Pii,True,True,False,True,False,False,False,True,False,False,False,True
lulesh-cuda,_Z43applyAccelerationBoundaryConditionsForNodesPKiS0_S0_PdS1_S1_iiii,True,False,False,False,False,False,False,False,False,False,False,True
lulesh-cuda,_Z8fill_sigPdS_S_PKdS1_i,True,False,False,False,False,False,False,False,False,False,False,True
lulesh-omp,main_l1241,True,True,True,True,False,False,False,False,False,False,False,False
lulesh-omp,main_l1310,True,True,True,False,False,False,True,False,False,False,False,False
lulesh-omp,main_l1351,True,True,True,True,False,False,True,False,False,False,False,False
lulesh-omp,main_l1459,True,True,True,True,False,False,True,False,False,False,False,False
lulesh-omp,main_l1645,True,True,True,True,False,False,False,True,False,False,False,False
lulesh-omp,main_l1679,True,True,True,True,False,False,True,False,False,False,False,True
lulesh-omp,main_l1697,True,True,True,True,True,False,True,True,False,False,False,False
lulesh-omp,main_l1708,True,True,True,False,False,False,False,False,False,False,False,False
lulesh-omp,main_l1731,True,True,True,True,False,False,False,False,False,False,False,False
mandelbrot-cuda,_Z6mandelPiPK16MandelParametersii,True,True,True,True,True,False,False,True,False,False,True,True
mandelbrot-omp,_ZN14MandelParallel8EvaluateEv_l182,True,True,False,True,True,False,False,True,False,False,False,True
marchingCubes-cuda,_Z10compactLv1fPKfPjS1_,True,True,False,False,False,False,False,True,False,False,True,True
marchingCubes-cuda,_Z10compactLv2fPKfPKjPjjS3_,True,True,False,False,False,False,False,False,False,False,False,True
marchingCubes-cuda,_Z16computeMinMaxLv1Pf,True,True,False,False,False,False,False,True,False,False,True,True
marchingCubes-cuda,_Z16computeMinMaxLv2PKjPf,True,True,False,False,False,False,False,True,False,False,False,True
marchingCubes-cuda,_Z19generatingTrianglesfPKjPKtPKiPK6uchar4PjS8_PyPfSA_SA_SA_,True,True,True,False,True,False,False,True,False,False,False,True
mask-cuda,_Z15lowerMaskKernelIiEviiiPKT_S0_PS0_,True,True,False,True,False,False,False,False,True,False,True,True
mask-cuda,_Z15upperMaskKernelIiEviiiPKT_S0_PS0_,True,False,False,True,False,False,False,False,True,False,False,True
mask-cuda,_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_,True,True,False,True,False,False,False,False,True,False,True,True
mask-cuda,_Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0_,True,True,False,True,False,False,False,False,True,False,True,True
mask-cuda,_Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0_,True,False,False,True,False,False,False,False,True,False,False,True
mask-omp,_Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l113,True,True,False,True,False,False,False,False,True,False,False,True
mask-omp,_Z15upperMaskKernelIiEviiiPKT_S0_PS0__l87,True,True,False,True,False,False,False,False,True,False,True,True
mask-omp,_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l55,True,True,False,True,False,False,False,False,True,False,True,True
mask-omp,_Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l24,True,True,False,True,False,False,False,False,True,False,False,True
mask-omp,_Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l165,True,True,False,True,False,False,False,False,True,False,True,True
mask-omp,_Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l139,True,True,False,True,False,False,False,False,True,False,True,True
matern-cuda,_Z13matern_kernelifPKfS0_S0_Pf,True,False,True,True,True,False,True,False,True,False,False,True
matern-omp,_Z14matern_kernel2ifPKfS0_S0_Pf_l53,True,True,True,True,True,True,True,False,True,False,False,False
matrix-rotate-cuda,_Z22rotate_matrix_parallelPfi,True,True,False,False,False,False,False,False,False,False,True,True
matrix-rotate-omp,_Z22rotate_matrix_parallelPfii_l13,True,False,False,False,False,False,False,False,False,False,False,True
matrixT-cuda,_Z13copySharedMemPfPKfii,True,True,False,True,False,False,False,True,False,False,True,True
matrixT-cuda,_Z14transposeNaivePfPKfii,True,False,False,True,False,False,False,False,False,False,True,True
matrixT-cuda,_Z18transposeCoalescedPfPKfii,False,False,False,True,False,False,False,True,False,False,True,True
matrixT-cuda,_Z22transposeCoarseGrainedPfPKfii,False,False,False,True,False,False,False,False,False,False,True,True
matrixT-cuda,_Z24transposeNoBankConflictsPfPKfii,True,False,False,True,False,False,False,False,False,False,True,True
matrixT-cuda,_Z4copyPfPKfii,False,False,False,True,False,False,False,False,False,False,True,True
maxFlops-cuda,_Z4Add1IfEvPT_iS0_,True,False,False,True,False,False,False,False,True,False,False,True
maxFlops-omp,_Z4Add1IfEvPT_iiS0__l78,True,False,False,True,False,False,False,False,True,False,False,True
maxpool3d-cuda,_Z9maxpool3dPKfPfiiiiiiiii,True,True,False,False,False,False,False,False,True,False,True,True
maxpool3d-omp,main_l59,True,False,False,False,False,False,True,False,True,False,False,True
md-omp,_Z2mdPK7double4PS_PKiiiddd_l23,True,True,True,True,False,False,False,False,True,False,False,True
md5hash-cuda,_Z14md5hash_kernelPiPhPjiiijjjj,True,True,False,True,False,False,False,True,True,False,False,True
md5hash-omp,_Z21FindKeyWithDigest_GPUPKjiiPiPhPj_l378,True,True,False,True,False,False,False,True,True,False,False,True
meanshift-cuda,_ZN10mean_shift3gpu10mean_shiftEPKfPf,True,True,True,False,False,False,True,False,False,True,True,True
meanshift-cuda,_ZN10mean_shift3gpu17mean_shift_tilingEPKfPf,True,True,True,False,False,False,True,False,False,True,True,True
meanshift-omp,_ZN10mean_shift3gpu10mean_shiftEPKfPfii_l12,True,True,True,False,True,False,True,False,False,True,True,True
meanshift-omp,_ZN10mean_shift3gpu17mean_shift_tilingEPKfPfii_l39,True,True,True,False,True,False,True,False,False,True,True,True
medianfilter-cuda,_Z8ckMedianPK6uchar4Pjiii,True,True,False,False,False,False,False,False,False,True,False,True
medianfilter-omp,_Z15MedianFilterGPUP6uchar4Pjii_l152,True,True,False,False,False,False,False,False,False,True,False,True
memtest-cuda,_Z11kernel_readPKcmmPjPmS2_S2_S2_,True,True,False,True,False,False,False,False,False,False,True,True
memtest-cuda,_Z12kernel0_readPKcmPjPmS2_S2_S2_,True,True,False,True,False,False,False,False,False,False,True,True
memtest-cuda,_Z12kernel1_readPKcmPjPmS2_S2_S2_,True,True,False,True,False,False,False,False,False,False,True,True
memtest-cuda,_Z12kernel_writePcmm,True,False,False,True,False,False,False,False,False,False,True,True
memtest-cuda,_Z13kernel0_writePcm,True,True,False,True,False,False,False,False,False,False,True,True
memtest-cuda,_Z13kernel1_writePcm,True,False,False,False,False,False,False,False,False,False,True,True
memtest-cuda,_Z17kernel_read_writePcmmmPjPmS1_S1_S1_,True,True,False,True,False,False,False,False,False,False,True,True
memtest-omp,_Z12kernel1_readPKcmPjPmS2_S2_S2__l120,True,True,False,True,False,False,False,False,False,False,False,True
memtest-omp,_Z13kernel0_writePcm_l10,True,True,False,True,False,False,False,False,False,False,True,True
memtest-omp,_Z13kernel1_writePcm_l104,False,False,False,False,False,False,False,False,False,False,True,True
memtest-omp,_Z17kernel_read_writePcmmmPjPmS1_S1_S1__l159,True,True,False,True,False,False,False,False,False,False,True,True
merge-cuda,_Z15mergeSinglePathIfLb0ELb0EEvPKT_jS2_jPKjPS0_j,True,True,False,True,False,False,False,True,False,False,True,True
merge-cuda,_Z15mergeSinglePathIjLb0ELb0EEvPKT_jS2_jPKjPS0_j,True,True,False,True,False,False,False,True,True,False,True,True
merge-cuda,_Z15mergeSinglePathImLb0ELb0EEvPKT_jS2_jPKjPS0_j,True,True,False,True,False,False,False,True,True,False,True,True
merge-cuda,_Z17workloadDiagonalsIfEvPKT_jS2_jPj,True,True,False,True,False,False,False,True,True,False,True,True
merge-cuda,_Z17workloadDiagonalsIjEvPKT_jS2_jPj,True,True,False,True,False,False,False,True,True,False,True,True
merge-cuda,_Z17workloadDiagonalsImEvPKT_jS2_jPj,True,True,False,False,False,False,False,False,True,False,True,True
merge-omp,_Z17workloadDiagonalsIjEviPKT_jS2_jPj_l68,True,True,False,True,False,False,False,False,True,False,True,True
merkle-cuda,_Z34MerklizeRescuePrimeApproach1Phase0mPKmPmPK6ulong4S4_S4_,True,False,False,False,False,False,False,True,True,False,False,False
metropolis-cuda,_Z12kernel_resetIfEvPT_iS0_,True,False,False,False,False,False,False,False,False,False,False,True
metropolis-cuda,_Z12kernel_resetIiEvPT_iS0_,True,False,False,False,False,False,False,False,False,False,False,True
metropolis-cuda,_Z16kernel_redenergyIfEvPKiiPT_S1_f,True,True,False,True,False,False,False,True,True,False,True,True
metropolis-cuda,_Z17kernel_metropolisiiPiPKiffPmS2_i,True,True,True,True,True,False,True,True,True,False,False,True
metropolis-cuda,_Z19kernel_gpupcg_setupPmS_imm,True,False,False,False,False,False,False,True,True,False,False,True
metropolis-cuda,_Z26kernel_reset_random_gpupcgPiiPmS0_,True,False,False,False,False,False,False,True,True,False,False,True
metropolis-omp,_Z12kernel_resetIiEvPT_iS0__l236,False,False,False,False,False,False,False,False,False,False,False,True
metropolis-omp,_Z16kernel_redenergyIfEvPKiiPT_S1_f_l32,True,False,False,True,False,False,False,False,False,False,False,False
metropolis-omp,_Z17kernel_metropolisiiPiPKiffPmS2_i_l57,True,True,False,True,True,False,True,True,True,False,False,True
metropolis-omp,_Z19kernel_gpupcg_setupPmS_imm_l137,True,False,False,True,False,False,False,True,False,False,False,True
michalewicz-cuda,_Z4evalPKfPfmi,True,True,True,False,False,False,True,True,True,False,False,True
michalewicz-omp,main_l73,True,True,True,True,False,False,True,True,True,False,False,True
miniFE-cuda,_ZN6miniFE10dot_kernelIdEEviPKT_S3_PS1_,True,False,False,False,False,False,False,False,False,False,False,False
miniFE-cuda,_ZN6miniFE11dyax_kernelINS_6VectorIdiiEEEEviNT_10ScalarTypeEPKS4_PS4_,True,False,False,False,False,False,False,False,False,False,False,True
miniFE-cuda,_ZN6miniFE11wxby_kernelINS_6VectorIdiiEEEEviPKNT_10ScalarTypeES4_S6_PS4_,True,False,False,False,False,False,False,False,False,False,False,False
miniFE-cuda,_ZN6miniFE11yxby_kernelINS_6VectorIdiiEEEEviPKNT_10ScalarTypeES4_PS4_,True,False,False,False,False,False,False,False,False,False,False,True
miniFE-cuda,_ZN6miniFE12final_reduceIdEEvPT_,False,False,False,False,False,False,False,False,False,False,False,False
miniFE-cuda,_ZN6miniFE13matvec_kernelINS_9CSRMatrixIdiiEEEEviPKNT_16LocalOrdinalTypeEPKNS3_17GlobalOrdinalTypeEPKNS3_10ScalarTypeESC_PSA_,True,True,False,False,False,False,False,False,False,False,False,False
miniFE-cuda,_ZN6miniFE9wx_kernelINS_6VectorIdiiEEEEviPKNT_10ScalarTypeEPS4_,True,False,False,False,False,False,False,False,False,False,False,True
miniFE-omp,_ZN6miniFE10matvec_stdINS_9CSRMatrixIdiiEENS_6VectorIdiiEEEclERS2_RS4_S7__l521,True,True,False,False,False,False,False,False,False,False,False,False
miniFE-omp,_ZN6miniFE6daxpbyINS_6VectorIdiiEEEEvdRKT_dRS3__l205,True,False,False,False,False,False,False,False,False,False,False,False
miniFE-omp,_ZN6miniFE6dot_r2INS_6VectorIdiiEEEENS_10TypeTraitsINT_10ScalarTypeEE14magnitude_typeERKS4__l292,True,False,False,False,False,False,False,False,False,False,False,False
miniFE-omp,_ZN6miniFE6waxpbyINS_6VectorIdiiEEEEvNT_10ScalarTypeERKS3_S4_S6_RS3__l157,False,False,False,False,False,False,False,False,False,False,False,False
miniFE-omp,_ZN6miniFE6waxpbyINS_6VectorIdiiEEEEvNT_10ScalarTypeERKS3_S4_S6_RS3__l169,True,False,False,False,False,False,False,False,False,False,False,False
miniWeather-omp,_Z10reductionsRdS__l760,True,False,True,True,True,False,True,False,False,False,False,False
miniWeather-omp,_Z17set_halo_values_xPd_l373,True,True,False,False,False,False,False,False,False,False,False,False
miniWeather-omp,_Z17set_halo_values_xPd_l395,True,True,False,False,False,False,False,False,False,False,False,False
miniWeather-omp,_Z18semi_discrete_stepPdS_S_diS_S__l230,True,False,True,False,False,False,False,False,False,False,False,False
miniWeather-omp,_Z20compute_tendencies_xPdS_S__l253,True,False,True,True,True,True,True,False,False,False,False,False
miniWeather-omp,_Z20compute_tendencies_xPdS_S__l284,True,False,True,True,True,False,True,False,False,False,False,False
miniWeather-omp,_Z20compute_tendencies_zPdS_S__l308,True,True,True,False,True,True,True,False,False,False,False,False
miniWeather-omp,_Z20compute_tendencies_zPdS_S__l344,True,True,True,True,True,True,True,False,False,False,False,False
minimod-cuda,_Z20target_pml_3d_kernelxxxiiixxxxxxxxxffffffffffffffffPKfPfS0_S1_S0_,True,True,True,False,True,False,False,False,False,False,False,True
minimod-cuda,_Z22target_inner_3d_kernelxxxiiixxxxxxxxxffffffffffffffffPKfPfS0_S0_S0_,True,True,False,False,False,False,False,False,False,False,False,True
minimod-cuda,_Z24kernel_add_source_kernelPfxf,False,False,False,False,False,False,False,False,False,False,True,True
minisweep-cuda,_Z10wavefrontsiiiii10Dimensions11StepInfoAllPdS1_S1_S1_S1_S1_S1_S1_,True,True,True,True,True,True,False,True,False,False,False,True
minisweep-cuda,_Z11init_facexyiiiiiiiiPd,True,True,False,True,False,False,False,True,False,False,False,True
minisweep-cuda,_Z11init_facexziiiiiiiii11StepInfoAllPd,True,True,True,True,False,False,False,True,False,False,True,True
minisweep-cuda,_Z11init_faceyziiiiiiiii11StepInfoAllPd,True,True,True,True,False,False,False,True,False,False,False,False
minisweep-omp,main_l281,True,True,True,True,True,True,False,True,False,False,False,False
minisweep-omp,main_l347,True,True,True,True,True,True,False,True,False,False,False,False
minisweep-omp,main_l382,True,True,True,True,True,True,False,True,False,False,False,False
minkowski-cuda,_Z9minkowskiILi512ELi1024ELi2048EEvPKfS1_Pfff,True,True,False,False,False,False,True,False,True,False,True,True
minkowski-omp,main_l73,True,False,False,False,False,False,True,False,True,False,False,True
mis-cuda,_Z4initiiPKiPh,True,True,True,False,False,True,False,True,False,True,True,True
mis-cuda,_Z8findminsiPKiS0_PVh,True,True,False,False,False,False,False,False,False,True,True,True
mis-omp,_Z10computeMISiiiPKiS0_PVh_l90,True,True,True,False,False,False,False,True,False,True,True,True
mixbench-cuda,_Z14benchmark_funcPfi,True,False,False,True,False,False,False,False,False,False,True,True
mixbench-omp,_Z14benchmark_funcPfiii_l20,True,False,False,True,False,False,False,False,False,False,True,True
moe-align-cuda,_Z46moe_align_block_size_small_batch_expert_kernelIiLi256EEvPKT_PiS3_S3_S3_iiiii,True,True,False,False,False,False,False,True,True,False,True,False
moe-cuda,_Z10moeSoftmaxILi256EEvPKfPKbPfi,True,True,True,False,True,False,True,True,False,False,True,True
moe-cuda,_Z7moeTopKILi256EEvPKfPKbPfPiS5_iiii,True,True,False,False,False,False,False,True,False,False,True,True
moe-sum-cuda,_Z14moe_sum_kernelIfLi2EEvPT_PKS0_i,True,False,False,False,False,False,False,False,True,False,True,True
moe-sum-cuda,_Z14moe_sum_kernelIfLi3EEvPT_PKS0_i,True,False,False,False,False,False,False,False,True,False,True,True
moe-sum-cuda,_Z14moe_sum_kernelIfLi4EEvPT_PKS0_i,True,False,False,False,False,False,False,False,True,False,True,True
moe-sum-cuda,_Z19moe_sum_kernel_vec4ILi2EEvPfPKfi,True,False,False,False,False,False,False,False,True,False,True,True
moe-sum-cuda,_Z19moe_sum_kernel_vec4ILi3EEvPfPKfi,True,False,False,False,False,False,False,False,True,False,True,True
morphology-cuda,_Z10vhgw_horizIL11MorphOpType0EEvPhPKhiii,True,True,False,False,False,False,False,True,False,False,False,True
morphology-cuda,_Z10vhgw_horizIL11MorphOpType1EEvPhPKhiii,True,True,False,False,False,False,False,True,False,False,False,True
morphology-cuda,_Z9vhgw_vertIL11MorphOpType0EEvPhPKhiii,True,False,False,False,False,False,False,True,False,False,False,False
morphology-cuda,_Z9vhgw_vertIL11MorphOpType1EEvPhPKhiii,True,True,False,False,False,False,False,True,False,False,True,True
morphology-omp,_Z10morphologyIL11MorphOpType0EEdPhS1_iiii_l127,True,True,False,True,False,False,False,True,False,False,True,True
morphology-omp,_Z10morphologyIL11MorphOpType0EEdPhS1_iiii_l94,True,True,False,False,False,False,False,True,False,False,True,True
morphology-omp,_Z10morphologyIL11MorphOpType1EEdPhS1_iiii_l94,True,True,False,True,False,False,False,True,False,False,True,True
mrc-cuda,_Z11MRCGradientiPKiPKfS2_S2_fPfS3_,True,True,False,False,False,False,False,False,True,False,True,True
mrc-cuda,_Z12MRCGradient2iPKiPKfS2_S2_fPfS3_,True,True,False,False,False,False,False,False,True,False,True,True
mrc-omp,_Z11MRCGradientiPKiPKfS2_S2_fPfS3__l12,True,True,False,False,False,False,False,False,True,False,False,True
multimaterial-cuda,_Z11ccc_loop1_2PKdS0_S0_PdPKiiS3_S3_ii,True,True,True,False,False,False,False,False,True,False,False,True
multimaterial-cuda,_Z11ccc_loop2_2PKiPKdS2_S2_S2_PdPii,True,True,True,False,False,False,False,False,True,False,False,True
multimaterial-cuda,_Z9ccc_loop1PKiS0_PKdS2_S2_S2_PdiiPi,True,True,True,True,False,False,False,False,True,False,True,True
multimaterial-cuda,_Z9ccc_loop2PKiS0_S0_PKdS2_S2_S2_S2_S2_PdS3_iiPi,True,True,True,True,False,False,False,False,True,False,True,True
multimaterial-omp,_Z20compact_cell_centric9full_data12compact_dataiPPc_l112,True,True,True,True,True,True,False,False,False,False,False,True
multimaterial-omp,_Z20compact_cell_centric9full_data12compact_dataiPPc_l165,True,True,True,True,True,True,False,False,True,False,False,False
multimaterial-omp,_Z20compact_cell_centric9full_data12compact_dataiPPc_l199,True,True,True,True,True,True,False,False,True,False,False,False
multimaterial-omp,_Z20compact_cell_centric9full_data12compact_dataiPPc_l212,True,True,True,True,True,False,False,False,True,False,False,False
multinomial-cuda,_Z21sampleMultinomialOnceIffEvPiiiPKT_S3_ii,True,True,True,True,False,False,False,True,True,False,True,True
murmurhash3-cuda,_Z26MurmurHash3_x64_128_kernelPKhPKjS2_Pmj,True,True,False,True,False,False,False,True,True,False,False,True
murmurhash3-omp,main_l185,True,True,False,True,False,False,False,True,True,False,False,True
mxfp4-cuda,_Z16qdq_mxfp4_kernelI6__halfLj5ELj10ELj15ELt256ELt64512EEvPKT_PS1_,True,True,True,True,False,False,True,True,True,False,True,True
myocyte-cuda,_Z6kerneliPfS_S_S_,True,True,True,False,True,False,True,True,False,True,True,True
myocyte-omp,_Z6masterfPfS_S_S_PdS0_S0__l54,True,True,True,True,True,True,True,True,False,True,False,False
nbnxm-cuda,_Z15nbnxmKernelTestPK6float4PN3gmx11BasicVectorIfEES5_S5_P11nbnxn_cj4_tPK9nbnxn_sciPK12nbnxn_excl_tPKiPK6float2ifffb,True,True,True,True,True,True,True,True,False,False,True,True
nbody-cuda,_Z16update_particlesP8ParticlePfif,True,False,False,False,False,False,False,False,True,False,True,True
nbody-cuda,_Z17accumulate_energyPfi,True,True,False,False,False,False,False,False,False,False,True,True
nbody-cuda,_Z20accelerate_particlesP8Particleiff,True,True,False,False,True,False,True,False,True,False,True,True
nbody-omp,_ZN11GSimulation5StartEv_l115,True,False,True,False,True,False,True,False,True,False,False,True
nbody-omp,_ZN11GSimulation5StartEv_l169,True,False,False,False,True,True,True,False,True,False,False,True
ne-cuda,_Z2nePK6float3P6float4iii,True,True,False,False,False,False,True,True,True,False,True,True
ne-omp,main_l126,True,True,True,False,False,False,True,True,True,False,False,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelI6__halfS0_iLi128EEvPT_S2_PKS1_PKT1_S4_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelI6__halfS0_iLi256EEvPT_S2_PKS1_PKT1_S4_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelI6__halfS0_iLi512EEvPT_S2_PKS1_PKT1_S4_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelI6__halfS0_iLi64EEvPT_S2_PKS1_PKT1_S4_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelIffiLi1024EEvPT_S1_PKS0_PKT1_S3_blll,True,True,True,False,False,False,False,False,True,False,True,True
