Kernel Name,device,codenmae,exeArgs,source,sample,model_type,Demangled Name,lines_of_code,opcode_IMAD,opcode_MOV,opcode_BRA,opcode_ISETP,opcode_IADD3,opcode_LDG,opcode_LEA,opcode_FSETP,opcode_BSSY,opcode_BSYNC,opcode_SHF,opcode_LDS,opcode_STG,opcode_SEL,opcode_BREAK,opcode_NOP,opcode_FSEL,opcode_STS,opcode_BAR,opcode_S2R,opcode_PRMT,opcode_EXIT,opcode_LOP3,opcode_FMUL,opcode_IMNMX,opcode_CALL,opcode_ULDC,opcode_FADD,opcode_HFMA2,opcode_LDC,opcode_UMOV,opcode_UIADD3,opcode_S2UR,opcode_ULEA,opcode_UIMAD,opcode_R2UR,opcode_UISETP,opcode_USHF,opcode_VIADD,opcode_USEL,opcode_PLOP3,opcode_FFMA,opcode_F2I,opcode_FCHK,opcode_FRND,opcode_P2R,opcode_I2FP,opcode_I2F,opcode_ULOP3,opcode_YIELD,opcode_WARPSYNC,opcode_DADD,opcode_MUFU,opcode_VIADDMNMX,opcode_SHFL,opcode_ATOMG,opcode_VOTE,opcode_ENDCOLLECTIVE,opcode_DFMA,opcode_DMUL,opcode_CS2R,opcode_ATOMS,opcode_REDUX,opcode_UFLO,opcode_VOTEU,opcode_IABS,opcode_HMMA,opcode_DSETP,opcode_R2P,opcode_F2F,opcode_LD,opcode_ST,opcode_LDL,opcode_STL,opcode_BMOV,opcode_RET,opcode_VIMNMX,opcode_FMNMX,opcode_VIMNMX3,opcode_UP2UR,opcode_POPC,opcode_UPRMT,opcode_FLO,opcode_FSET,opcode_HADD2,opcode_F2FP,opcode_HMUL2,opcode_HSET2,opcode_BRX,opcode_DEPBAR,opcode_VABSDIFF4,opcode_BREV,opcode_UBREV,opcode_HMNMX2,opcode_HSETP2,opcode_UPLOP3,opcode_CCTL,opcode_ERRBAR,opcode_MEMBAR,opcode_CGAERRBAR,opcode_B2R,opcode_UPOPC,opcode_SGXT,opcode_MATCH,opcode_ATOM,opcode_QSPC,opcode_NANOSLEEP,opcode_USGXT,opcode_BRXU,opcode_F2IP
main_l94,3080,hotspot3D,512 8 5000 ../data/hotspot3D/power_512x8 ../data/hotspot3D/temp_512x8 output.out,hotspot3D-omp,1,omp,omp_offloading_10305_2b81705_main:l94,248,52.0,18.0,8,29.0,31.0,18.0,2.0,,3.0,3.0,7.0,1.0,3.0,9.0,,9,,3.0,7.0,1.0,,3.0,3.0,3.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,24.0,1.0,,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l124,3080,hwt1d,8388608 100,hwt1d-omp,1,omp,omp_offloading_10305_2b81c33_main:l124,120,10.0,5.0,4,12.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,,13,,12.0,12.0,2.0,,1.0,,6.0,,1.0,3.0,2.0,,,1.0,1.0,,,,,1.0,3.0,,1.0,2.0,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10bucketSortPfS_iPiS0_ffPj_l1,3080,hybridsort,r,hybridsort-omp,1,omp,Z10bucketSortPfS_iPiS0_ffPj:l1,304,53.0,21.0,24,35.0,29.0,14.0,9.0,,9.0,9.0,3.0,8.0,16.0,6.0,,8,,26.0,10.0,2.0,,2.0,1.0,,2.0,3.0,2.0,,,,1.0,1.0,,,,,,,,,6.0,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10bucketSortPfS_iPiS0_ffPj_l1,3080,hybridsort,r,hybridsort-omp,1,omp,Z10bucketSortPfS_iPiS0_ffPj:l1,104,18.0,5.0,4,11.0,7.0,4.0,1.0,,2.0,2.0,1.0,4.0,1.0,4.0,,8,,12.0,10.0,2.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10bucketSortPfS_iPiS0_ffPj_l4,3080,hybridsort,r,hybridsort-omp,1,omp,Z10bucketSortPfS_iPiS0_ffPj:l4,384,40.0,28.0,35,37.0,13.0,2.0,,,8.0,8.0,2.0,42.0,,8.0,,10,,35.0,18.0,1.0,,3.0,11.0,2.0,,5.0,3.0,4.0,,,12.0,13.0,2.0,,,,,,,,,10.0,2.0,2.0,,1.0,,,1.0,4.0,4.0,,2.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,
_Z12runMergeSortiiP6float4S0_PiS1_Pj_l1,3080,hybridsort,r,hybridsort-omp,1,omp,Z12runMergeSortiiP6float4S0_PiS1_Pj:l1,304,43.0,10.0,14,21.0,17.0,25.0,6.0,29.0,4.0,4.0,3.0,1.0,12.0,5.0,,14,32.0,3.0,7.0,2.0,,3.0,2.0,,,,10.0,,,,4.0,6.0,1.0,1.0,4.0,2.0,4.0,3.0,,2.0,4.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z12runMergeSortiiP6float4S0_PiS1_Pj_l133,3080,hybridsort,r,hybridsort-omp,1,omp,Z12runMergeSortiiP6float4S0_PiS1_Pj:l133,112,5.0,3.0,4,8.0,7.0,4.0,1.0,10.0,1.0,1.0,2.0,1.0,4.0,3.0,,14,10.0,3.0,7.0,1.0,,3.0,,,2.0,,4.0,,,,3.0,3.0,1.0,,4.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z9hypterm_1PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii_l29,3080,hypterm,100,hypterm-omp,1,omp,Z9hypterm_1PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii:l29,360,57.0,11.0,8,26.0,22.0,88.0,,,3.0,3.0,1.0,1.0,5.0,7.0,,14,,3.0,7.0,1.0,,3.0,3.0,,,3.0,2.0,,,,,,1.0,,1.0,,,,,,,,2.0,,,1.0,,2.0,1.0,,1.0,16.0,2.0,,,,,,35.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z9hypterm_3PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii_l89,3080,hypterm,100,hypterm-omp,1,omp,Z9hypterm_3PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii:l89,464,134.0,17.0,8,26.0,36.0,93.0,4.0,,3.0,3.0,2.0,1.0,5.0,7.0,,13,,3.0,7.0,1.0,,3.0,3.0,,,3.0,1.0,,,,,,1.0,,1.0,,,,,,,,2.0,,,1.0,,2.0,,,1.0,16.0,2.0,,,,,,40.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z12latency_testI11int_fastdivEviT_S1_S1_S1_S1_S1_S1_S1_S1_S1_iPi_l37,3080,idivide,100,idivide-omp,1,omp,Z12latency_testI11int_fastdivEviT_S1_S1_S1_S1_S1_S1_S1_S1_S1_iPi:l37,360,133.0,6.0,5,51.0,33.0,13.0,1.0,,1.0,1.0,,1.0,1.0,3.0,,10,,3.0,7.0,1.0,,3.0,21.0,,2.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,10.0,,,,,10.0,,,,,10.0,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z15throughput_testI11int_fastdivEviT_S1_S1_iPi_l10,3080,idivide,100,idivide-omp,1,omp,Z15throughput_testI11int_fastdivEviT_S1_S1_iPi:l10,144,29.0,9.0,5,14.0,11.0,12.0,,,1.0,1.0,6.0,1.0,1.0,3.0,,12,,3.0,7.0,1.0,,3.0,,,2.0,,5.0,,,,5.0,9.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z15throughput_testIiEviT_S0_S0_iPi_l10,3080,idivide,100,idivide-omp,1,omp,Z15throughput_testIiEviT_S0_S0_iPi:l10,152,46.0,3.0,5,23.0,11.0,6.0,1.0,,1.0,1.0,,1.0,1.0,3.0,,8,,3.0,7.0,1.0,,3.0,7.0,,2.0,,1.0,,,,,,1.0,,,,,1.0,,,,,3.0,,,,,3.0,,,,,3.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z5checki11int_fastdivPi_l56,3080,idivide,100,idivide-omp,1,omp,Z5checki11int_fastdivPi:l56,200,47.0,4.0,6,24.0,24.0,8.0,,,3.0,3.0,5.0,1.0,6.0,3.0,,9,,3.0,7.0,6.0,,3.0,6.0,,2.0,,2.0,,,,,,,,,,,2.0,,,,,2.0,,,,,2.0,,1.0,1.0,,2.0,,2.0,2.0,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z20add_test_interleavedP13INTERLEAVED_TPKS_jj_l72,3080,interleave,100,interleave-omp,1,omp,Z20add_test_interleavedP13INTERLEAVED_TPKS_jj:l72,128,16.0,4.0,5,9.0,10.0,32.0,1.0,,1.0,1.0,1.0,1.0,16.0,3.0,,9,,3.0,7.0,2.0,,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z24add_test_non_interleavedP17NON_INTERLEAVED_TPKS_jj_l114,3080,interleave,100,interleave-omp,1,omp,Z24add_test_non_interleavedP17NON_INTERLEAVED_TPKS_jj:l114,128,16.0,4.0,5,9.0,10.0,32.0,1.0,,1.0,1.0,1.0,1.0,16.0,3.0,,9,,3.0,7.0,2.0,,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l171,3080,inversek2j,../inversek2j-sycl/coord_in.txt 100000,inversek2j-omp,1,omp,omp_offloading_10305_2b81d7b_main:l171,392,29.0,48.0,15,14.0,2.0,2.0,2.0,24.0,7.0,7.0,1.0,1.0,3.0,3.0,,14,21.0,3.0,7.0,2.0,,3.0,4.0,28.0,2.0,12.0,1.0,11.0,,,,,,,,,,,,,,94.0,,11.0,,5.0,,,,,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10init_spinsPaPKfxx_l39,3080,ising,nan,ising-omp,1,omp,Z10init_spinsPaPKfxx:l39,104,22.0,4.0,4,17.0,9.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,8.0,,12,,3.0,7.0,1.0,,3.0,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z14update_latticeILb0EEvPaS0_Pffxx_l55,3080,ising,nan,ising-omp,1,omp,Z14update_latticeILb0EEvPaS0_Pffxx:l55,232,61.0,8.0,6,31.0,28.0,6.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,14.0,,12,,3.0,7.0,1.0,1.0,3.0,4.0,4.0,,1.0,4.0,1.0,,,2.0,3.0,1.0,1.0,1.0,,,2.0,,,,4.0,1.0,,,1.0,,3.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z14update_latticeILb1EEvPaS0_Pffxx_l55,3080,ising,nan,ising-omp,1,omp,Z14update_latticeILb1EEvPaS0_Pffxx:l55,232,61.0,8.0,6,31.0,28.0,6.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,14.0,,12,,3.0,7.0,1.0,1.0,3.0,4.0,4.0,,1.0,4.0,1.0,,,2.0,3.0,1.0,1.0,1.0,,,2.0,,,,4.0,1.0,,,1.0,,3.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z15iso_2dfd_kernelPfPKfS1_fmm_l150,3080,iso2dfd,2048 2048 1000,iso2dfd-omp,1,omp,Z15iso_2dfd_kernelPfPKfS1_fmm:l150,192,29.0,4.0,8,33.0,30.0,7.0,4.0,,3.0,3.0,1.0,1.0,1.0,7.0,,8,,3.0,7.0,2.0,,3.0,3.0,2.0,,1.0,6.0,5.0,,,1.0,7.0,,2.0,3.0,,,,,,,3.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l77,3080,jacobi,nan,jacobi-omp,1,omp,omp_offloading_10305_2b81dda_main:l77,592,83.0,48.0,51,53.0,38.0,7.0,2.0,,5.0,5.0,21.0,13.0,3.0,9.0,,9,1.0,7.0,10.0,4.0,,2.0,10.0,1.0,3.0,15.0,1.0,79.0,,,2.0,3.0,,,,,,,,,8.0,1.0,,,,6.0,,,,1.0,3.0,,,,7.0,3.0,,,,,,,,1.0,1.0,,,,,,67.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,1.0,,,,,,,
main_l226,3080,jenkins-hash,256 16777216 100,jenkins-hash-omp,1,omp,omp_offloading_10305_2b81ded_main:l226,440,136.0,4.0,20,25.0,46.0,29.0,2.0,,6.0,6.0,57.0,1.0,1.0,7.0,,13,,3.0,7.0,2.0,,3.0,64.0,,,1.0,1.0,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
_Z6kalmanILi8EEvPKdiS1_S1_S1_S1_S1_bS1_iPdS2_S2_iiS2_bS2__l114,3080,kalman,1000 100 3 100,kalman-omp,1,omp,Z6kalmanILi8EEvPKdiS1_S1_S1_S1_S1_bS1_iPdS2_S2_iiS2_bS2_:l114,4688,53.0,26.0,27,27.0,23.0,24.0,6.0,1.0,14.0,14.0,2.0,1.0,7.0,3.0,,14,2.0,3.0,7.0,4.0,,3.0,5.0,,,4.0,17.0,,,,2.0,4.0,1.0,3.0,,1.0,9.0,1.0,,2.0,14.0,,,,,,,,3.0,,1.0,29.0,2.0,,,,,,685.0,141.0,11.0,,,,,,,,,,,,716.0,2773.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z13KeccakTreeGPUPjS_PKj_l440,3080,keccaktreehash,nan,keccaktreehash-omp,1,omp,Z13KeccakTreeGPUPjS_PKj:l440,216,13.0,5.0,6,9.0,6.0,9.0,2.0,,1.0,1.0,31.0,1.0,8.0,3.0,,15,,5.0,8.0,2.0,,2.0,76.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l67,3080,kernelLaunch,1000000,kernelLaunch-omp,1,omp,omp_offloading_10305_2b81e60_main:l67,24,1.0,4.0,1,1.0,1.0,,,,,,,,,,,11,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z7clusteriiPPfiifPiPS0_S_ii_l115,3080,kmeans,-r -n 5 -m 15 -l 10 -o -i ../data/kmeans/kdd_cup,kmeans-omp,1,omp,Z7clusteriiPPfiifPiPS0_S_ii:l115,368,66.0,23.0,16,20.0,53.0,66.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,11,1.0,3.0,7.0,2.0,,3.0,3.0,,2.0,2.0,3.0,33.0,,,,2.0,,,,,,1.0,,,4.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z7clusteriiPPfiifPiPS0_S_ii_l54,3080,kmeans,-r -n 5 -m 15 -l 10 -o -i ../data/kmeans/kdd_cup,kmeans-omp,1,omp,Z7clusteriiPPfiifPiPS0_S_ii:l54,288,70.0,23.0,14,17.0,47.0,33.0,2.0,,1.0,1.0,1.0,1.0,33.0,3.0,,11,,3.0,7.0,2.0,,3.0,4.0,,2.0,,3.0,,,,,2.0,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l182,3080,knn,100,knn-omp,1,omp,omp_offloading_10305_2b81ec4_main:l182,712,106.0,43.0,46,69.0,25.0,4.0,2.0,,8.0,8.0,6.0,107.0,2.0,9.0,,9,,57.0,19.0,3.0,,3.0,15.0,,,5.0,3.0,32.0,,,20.0,27.0,,,,,,,,,2.0,32.0,4.0,,,9.0,,4.0,1.0,,6.0,,4.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,
main_l309,3080,knn,100,knn-omp,1,omp,omp_offloading_10305_2b81ec4_main:l309,88,8.0,2.0,4,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,,14,,11.0,8.0,2.0,,3.0,1.0,2.0,2.0,,3.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z2k0PKfPfi_l8,3080,langevin,268435456 1000,langevin-omp,1,omp,Z2k0PKfPfi:l8,136,13.0,10.0,7,11.0,8.0,1.0,,2.0,3.0,3.0,2.0,1.0,1.0,3.0,,13,1.0,3.0,7.0,2.0,,3.0,4.0,7.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,15.0,,1.0,1.0,1.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z2k1PKfPfi_l16,3080,langevin,268435456 1000,langevin-omp,1,omp,Z2k1PKfPfi:l16,128,13.0,10.0,8,12.0,9.0,1.0,,2.0,3.0,3.0,1.0,1.0,1.0,3.0,,14,1.0,3.0,7.0,2.0,,3.0,4.0,2.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,10.0,,,,1.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z2k2PKfPfi_l52,3080,langevin,268435456 1000,langevin-omp,1,omp,Z2k2PKfPfi:l52,80,11.0,4.0,4,8.0,8.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,,8,,3.0,7.0,2.0,,3.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z9run_gpu_dILi11EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE_l349,3080,langford,nan,langford-omp,1,omp,Z9run_gpu_dILi11EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE:l349,360,44.0,17.0,38,29.0,37.0,,5.0,,8.0,8.0,27.0,10.0,2.0,2.0,2.0,15,,37.0,8.0,4.0,7.0,1.0,33.0,,,3.0,1.0,,,,7.0,1.0,,,1.0,,,,,,2.0,,,,,1.0,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
_Z9run_gpu_dILi12EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE_l349,3080,langford,nan,langford-omp,1,omp,Z9run_gpu_dILi12EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE:l349,360,44.0,17.0,38,29.0,37.0,,5.0,,8.0,8.0,27.0,10.0,2.0,2.0,2.0,15,,37.0,8.0,4.0,7.0,1.0,33.0,,,3.0,1.0,,,,7.0,1.0,,,1.0,,,,,,2.0,,,,,1.0,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
_Z9run_gpu_dILi7EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE_l349,3080,langford,nan,langford-omp,1,omp,Z9run_gpu_dILi7EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE:l349,360,44.0,17.0,38,29.0,37.0,,5.0,,8.0,8.0,27.0,10.0,1.0,2.0,2.0,15,,37.0,8.0,4.0,8.0,1.0,33.0,,,3.0,1.0,,,,7.0,1.0,,,1.0,,,,,,2.0,,,,,1.0,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
main_l190,3080,laplace,nan,laplace-omp,1,omp,omp_offloading_10305_2b81f55_main:l190,160,29.0,7.0,6,18.0,10.0,11.0,2.0,,2.0,2.0,2.0,2.0,2.0,6.0,,11,,7.0,7.0,2.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,3.0,9.0,,1.0,,7.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l217,3080,laplace,nan,laplace-omp,1,omp,omp_offloading_10305_2b81f55_main:l217,160,29.0,7.0,6,18.0,10.0,11.0,2.0,,2.0,2.0,2.0,2.0,2.0,6.0,,11,,7.0,7.0,2.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,3.0,9.0,,1.0,,7.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l239,3080,laplace,nan,laplace-omp,1,omp,omp_offloading_10305_2b81f55_main:l239,584,78.0,46.0,52,58.0,33.0,3.0,3.0,,5.0,5.0,19.0,13.0,2.0,10.0,,8,1.0,10.0,10.0,4.0,1.0,2.0,14.0,,3.0,15.0,1.0,76.0,,,2.0,3.0,,,,,,,,,8.0,,,,,8.0,,,,1.0,3.0,,,,7.0,3.0,,,,,,,,1.0,1.0,,,,,,67.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,
_Z9laplace3diiiiPKfPf_l34,3080,laplace3d,128 128 128 100 1,laplace3d-omp,1,omp,Z9laplace3diiiiPKfPf:l34,240,58.0,24.0,12,32.0,20.0,7.0,2.0,,6.0,6.0,4.0,1.0,1.0,7.0,1.0,14,,3.0,7.0,1.0,,3.0,4.0,,2.0,3.0,1.0,5.0,,,,,1.0,,1.0,,,,,,,5.0,2.0,1.0,,1.0,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l194,3080,lavaMD,-boxes1d 16,lavaMD-omp,1,omp,omp_offloading_10305_2b81f94_main:l194,152,11.0,12.0,8,11.0,5.0,19.0,2.0,,2.0,2.0,3.0,6.0,4.0,2.0,,8,,9.0,12.0,2.0,,1.0,,7.0,,1.0,1.0,8.0,,,2.0,1.0,,,,,,,,,,10.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l143,3080,layout,1000,layout-omp,1,omp,omp_offloading_10305_2b81fca_main:l143,88,12.0,5.0,5,8.0,6.0,8.0,3.0,,1.0,1.0,,1.0,1.0,3.0,,14,,3.0,7.0,2.0,,2.0,1.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_l98,3080,layout,1000,layout-omp,1,omp,omp_offloading_10305_2b81fca_main:l98,88,12.0,5.0,5,8.0,6.0,8.0,3.0,,1.0,1.0,,1.0,1.0,3.0,,14,,3.0,7.0,2.0,,2.0,1.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z5RHS_fPKdS0_dS0_Pd_l63,3080,lci,nan,lci-omp,1,omp,Z5RHS_fPKdS0_dS0_Pd:l63,824,113.0,128.0,39,20.0,37.0,19.0,5.0,38.0,30.0,30.0,1.0,1.0,2.0,3.0,,13,2.0,3.0,7.0,1.0,,2.0,2.0,,,26.0,13.0,,,,12.0,,1.0,,,,,,,,,19.0,,,,2.0,,6.0,,,1.0,13.0,20.0,,,,,,157.0,39.0,5.0,,,,,1.0,,4.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi_l55,3080,lda,100,lda-omp,1,omp,Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi:l55,1728,124.0,109.0,105,128.0,155.0,99.0,7.0,12.0,33.0,33.0,5.0,202.0,26.0,5.0,,8,6.0,28.0,21.0,2.0,,1.0,17.0,26.0,1.0,11.0,1.0,369.0,,,8.0,10.0,,,,,,,,,35.0,101.0,1.0,1.0,,11.0,6.0,1.0,,1.0,5.0,,9.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z15ldpc_cnp_kernelPKfPfS1_PKcPK9h_element_l133,3080,ldpc,nan,ldpc-omp,1,omp,Z15ldpc_cnp_kernelPKfPfS1_PKcPK9h_element:l133,520,115.0,37.0,26,35.0,33.0,16.0,,6.0,2.0,2.0,14.0,22.0,12.0,8.0,,11,8.0,35.0,14.0,3.0,20.0,3.0,27.0,14.0,,1.0,3.0,10.0,,,13.0,15.0,,,,,,,,,,,,,,1.0,,6.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,
_Z22ldpc_vnp_kernel_normalPfS_PKcPK9h_element_l248,3080,ldpc,nan,ldpc-omp,1,omp,Z22ldpc_vnp_kernel_normalPfS_PKcPK9h_element:l248,632,160.0,11.0,23,60.0,135.0,106.0,,,,,4.0,5.0,2.0,5.0,,14,,25.0,10.0,3.0,4.0,3.0,11.0,,,,2.0,34.0,,,1.0,1.0,,,,,,,,,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
